run_order,run_id,instance_id,case_id,representation,strategy_id,prompt_key,input_text,model_version,temperature,max_output_tokens,status
203,RUN-203,K04_R2_STRUCTURED,K04,R2_STRUCTURED,S2,S2,"{""properties"":{""lock"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""door_state"":{""type"":""enum"",""values"":[""open"",""closed""],""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
204,RUN-204,K01_R1_NL,K01,R1_NL,S2,S2,"The device exposes a lock-status value and an explicit unlock operation, remaining battery level.",TO_BE_SELECTED,0,128,PENDING
205,RUN-205,L06_R3_API_TELEMETRY,L06,R3_API_TELEMETRY,S1,S1,"get_state() -> ON|OFF
set_state(ON|OFF)
get_brightness() -> 0..254
set_brightness(value:0..254)
get_color_temp() -> mired
set_color_temp(value:mired)
get_color_xy() -> {x,y}
set_color_xy(x,y)
get_color_hs() -> {hue,saturation}
set_color_hs(hue,saturation)",TO_BE_SELECTED,0,128,PENDING
206,RUN-206,T03_R2_STRUCTURED,T03,R2_STRUCTURED,S3,S3,"{""properties"":{""local_temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""occupied_heating_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""occupied_cooling_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""system_mode"":{""type"":""enum"",""values"":[""off"",""heat"",""cool"",""auto""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
207,RUN-207,P02_R3_API_TELEMETRY,P02,R3_API_TELEMETRY,S1,S1,"get_state() -> ON|OFF
set_state(ON|OFF)",TO_BE_SELECTED,0,128,PENDING
208,RUN-208,M05_R3_API_TELEMETRY,M05,R3_API_TELEMETRY,S2,S2,"presence -> boolean
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
209,RUN-209,T04_R2_STRUCTURED,T04,R2_STRUCTURED,S3,S3,"{""properties"":{""local_temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""occupied_heating_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""occupied_cooling_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""system_mode"":{""type"":""enum"",""values"":[""off"",""heat"",""cool"",""auto""],""read"":true,""write"":true},""fan_mode"":{""type"":""enum"",""values"":[""auto"",""low"",""medium"",""high""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
210,RUN-210,P03_R3_API_TELEMETRY,P03,R3_API_TELEMETRY,S2,S2,"get_state() -> ON|OFF
set_state(ON|OFF)
power -> number W
energy -> number kWh",TO_BE_SELECTED,0,128,PENDING
211,RUN-211,E06_R1_NL,E06,R1_NL,S2,S2,"The device publishes measured temperature, relative humidity, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
212,RUN-212,T05_R3_API_TELEMETRY,T05,R3_API_TELEMETRY,S2,S2,"local_temperature -> number °C
occupied_heating_setpoint -> °C
set_heating_setpoint(value:°C)
system_mode -> off|heat|cool|auto
set_system_mode(mode)
fan_mode -> auto|low|medium|high
set_fan_mode(mode)",TO_BE_SELECTED,0,128,PENDING
213,RUN-213,E05_R1_NL,E05,R1_NL,S2,S2,"The device publishes measured temperature, relative humidity, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
214,RUN-214,P05_R3_API_TELEMETRY,P05,R3_API_TELEMETRY,S1,S1,"get_state() -> ON|OFF
set_state(ON|OFF)
power -> number W
energy -> number kWh",TO_BE_SELECTED,0,128,PENDING
215,RUN-215,M04_R2_STRUCTURED,M04,R2_STRUCTURED,S3,S3,"{""description"":""Smart motion sensor"",""properties"":{""occupancy"":{""type"":""boolean"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
216,RUN-216,L06_R2_STRUCTURED,L06,R2_STRUCTURED,S1,S1,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""brightness"":{""type"":""integer"",""min"":0,""max"":254,""read"":true,""write"":true},""color_temp"":{""type"":""number"",""unit"":""mired"",""read"":true,""write"":true},""color_xy"":{""type"":""object"",""fields"":[""x"",""y""],""read"":true,""write"":true},""color_hs"":{""type"":""object"",""fields"":[""hue"",""saturation""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
217,RUN-217,T03_R3_API_TELEMETRY,T03,R3_API_TELEMETRY,S2,S2,"local_temperature -> number °C
occupied_heating_setpoint -> °C
set_heating_setpoint(value:°C)
occupied_cooling_setpoint -> °C
set_cooling_setpoint(value:°C)
system_mode -> off|heat|cool|auto
set_system_mode(mode)",TO_BE_SELECTED,0,128,PENDING
218,RUN-218,K04_R3_API_TELEMETRY,K04,R3_API_TELEMETRY,S3,S3,"get_lock_state() -> locked|unlocked
set_lock_state(locked|unlocked)
door_state -> open|closed
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
219,RUN-219,T05_R1_NL,T05,R1_NL,S3,S3,"The device exposes local_temperature, one or more writable temperature setpoints, system_mode, fan_mode.",TO_BE_SELECTED,0,128,PENDING
220,RUN-220,P04_R1_NL,P04,R1_NL,S3,S3,"The device is a smart outlet where the outlet state can be switched on or off, instantaneous electrical power is reported, accumulated energy consumption is reported.",TO_BE_SELECTED,0,128,PENDING
221,RUN-221,E04_R1_NL,E04,R1_NL,S1,S1,"The device publishes measured temperature, relative humidity, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
222,RUN-222,T04_R1_NL,T04,R1_NL,S1,S1,"The device exposes local_temperature, one or more writable temperature setpoints, system_mode, fan_mode.",TO_BE_SELECTED,0,128,PENDING
223,RUN-223,K01_R1_NL,K01,R1_NL,S1,S1,"The device exposes a lock-status value and an explicit unlock operation, remaining battery level.",TO_BE_SELECTED,0,128,PENDING
224,RUN-224,E02_R1_NL,E02,R1_NL,S3,S3,"The device publishes measured temperature, relative humidity, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
225,RUN-225,P05_R2_STRUCTURED,P05,R2_STRUCTURED,S3,S3,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""power"":{""type"":""number"",""unit"":""W"",""read"":true,""write"":false},""energy"":{""type"":""number"",""unit"":""kWh"",""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
226,RUN-226,L01_R1_NL,L01,R1_NL,S3,S3,"The device is a connected light for which its on/off state can be read and changed, its brightness level can be adjusted.",TO_BE_SELECTED,0,128,PENDING
227,RUN-227,L02_R3_API_TELEMETRY,L02,R3_API_TELEMETRY,S3,S3,"get_state() -> ON|OFF
set_state(ON|OFF)
get_brightness() -> 0..254
set_brightness(value:0..254)
get_color_temp() -> mired
set_color_temp(value:mired)",TO_BE_SELECTED,0,128,PENDING
228,RUN-228,T06_R2_STRUCTURED,T06,R2_STRUCTURED,S3,S3,"{""properties"":{""local_temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""occupied_heating_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""system_mode"":{""type"":""enum"",""values"":[""off"",""heat"",""cool"",""auto""],""read"":true,""write"":true},""fan_mode"":{""type"":""enum"",""values"":[""auto"",""low"",""medium"",""high""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
229,RUN-229,E03_R1_NL,E03,R1_NL,S1,S1,"The device publishes measured temperature, relative humidity, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
230,RUN-230,M01_R2_STRUCTURED,M01,R2_STRUCTURED,S3,S3,"{""properties"":{""occupancy"":{""type"":""boolean"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
231,RUN-231,E06_R3_API_TELEMETRY,E06,R3_API_TELEMETRY,S1,S1,"temperature -> number °C
humidity -> number %
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
232,RUN-232,E03_R1_NL,E03,R1_NL,S3,S3,"The device publishes measured temperature, relative humidity, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
233,RUN-233,E03_R3_API_TELEMETRY,E03,R3_API_TELEMETRY,S1,S1,"temperature -> number °C
humidity -> number %
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
234,RUN-234,K03_R2_STRUCTURED,K03,R2_STRUCTURED,S2,S2,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""lock"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
235,RUN-235,P05_R2_STRUCTURED,P05,R2_STRUCTURED,S2,S2,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""power"":{""type"":""number"",""unit"":""W"",""read"":true,""write"":false},""energy"":{""type"":""number"",""unit"":""kWh"",""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
236,RUN-236,M02_R3_API_TELEMETRY,M02,R3_API_TELEMETRY,S2,S2,"device_description -> Zigbee PIR sensor
occupancy -> boolean
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
237,RUN-237,K05_R2_STRUCTURED,K05,R2_STRUCTURED,S3,S3,"{""properties"":{""lock"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""door_state"":{""type"":""enum"",""values"":[""open"",""closed""],""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
238,RUN-238,M03_R2_STRUCTURED,M03,R2_STRUCTURED,S3,S3,"{""description"":""Motion sensor"",""properties"":{""occupancy"":{""type"":""boolean"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
239,RUN-239,K04_R1_NL,K04,R1_NL,S1,S1,"The device exposes lock/unlock state and control, a separate physical door-state value, remaining battery level.",TO_BE_SELECTED,0,128,PENDING
240,RUN-240,P06_R3_API_TELEMETRY,P06,R3_API_TELEMETRY,S3,S3,"get_state() -> ON|OFF
set_state(ON|OFF)
power -> number W
energy -> number kWh",TO_BE_SELECTED,0,128,PENDING
241,RUN-241,L01_R1_NL,L01,R1_NL,S1,S1,"The device is a connected light for which its on/off state can be read and changed, its brightness level can be adjusted.",TO_BE_SELECTED,0,128,PENDING
242,RUN-242,K02_R3_API_TELEMETRY,K02,R3_API_TELEMETRY,S1,S1,"get_state() -> ON|OFF
set_state(ON|OFF)
get_lock_state() -> locked|unlocked
set_lock_state(locked|unlocked)
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
243,RUN-243,L06_R3_API_TELEMETRY,L06,R3_API_TELEMETRY,S3,S3,"get_state() -> ON|OFF
set_state(ON|OFF)
get_brightness() -> 0..254
set_brightness(value:0..254)
get_color_temp() -> mired
set_color_temp(value:mired)
get_color_xy() -> {x,y}
set_color_xy(x,y)
get_color_hs() -> {hue,saturation}
set_color_hs(hue,saturation)",TO_BE_SELECTED,0,128,PENDING
244,RUN-244,T04_R3_API_TELEMETRY,T04,R3_API_TELEMETRY,S1,S1,"local_temperature -> number °C
occupied_heating_setpoint -> °C
set_heating_setpoint(value:°C)
occupied_cooling_setpoint -> °C
set_cooling_setpoint(value:°C)
system_mode -> off|heat|cool|auto
set_system_mode(mode)
fan_mode -> auto|low|medium|high
set_fan_mode(mode)",TO_BE_SELECTED,0,128,PENDING
245,RUN-245,L06_R3_API_TELEMETRY,L06,R3_API_TELEMETRY,S2,S2,"get_state() -> ON|OFF
set_state(ON|OFF)
get_brightness() -> 0..254
set_brightness(value:0..254)
get_color_temp() -> mired
set_color_temp(value:mired)
get_color_xy() -> {x,y}
set_color_xy(x,y)
get_color_hs() -> {hue,saturation}
set_color_hs(hue,saturation)",TO_BE_SELECTED,0,128,PENDING
246,RUN-246,L02_R1_NL,L02,R1_NL,S1,S1,"The device is a connected light for which its on/off state can be read and changed, its brightness level can be adjusted, its white color temperature can be changed.",TO_BE_SELECTED,0,128,PENDING
247,RUN-247,E06_R3_API_TELEMETRY,E06,R3_API_TELEMETRY,S3,S3,"temperature -> number °C
humidity -> number %
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
248,RUN-248,M05_R1_NL,M05,R1_NL,S3,S3,"The device is documented as human presence sensor exposing a presence boolean and battery percentage. It exposes a presence boolean, battery percentage.",TO_BE_SELECTED,0,128,PENDING
249,RUN-249,P06_R2_STRUCTURED,P06,R2_STRUCTURED,S2,S2,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""power"":{""type"":""number"",""unit"":""W"",""read"":true,""write"":false},""energy"":{""type"":""number"",""unit"":""kWh"",""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
250,RUN-250,T02_R3_API_TELEMETRY,T02,R3_API_TELEMETRY,S1,S1,"device_description -> Thermostat
local_temperature -> number °C
occupied_heating_setpoint -> °C
set_heating_setpoint(value:°C)
system_mode -> off|auto|heat
set_system_mode(mode)
get_state() -> ON|OFF
set_state(ON|OFF)",TO_BE_SELECTED,0,128,PENDING
251,RUN-251,K01_R2_STRUCTURED,K01,R2_STRUCTURED,S3,S3,"{""properties"":{""lock_status"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""unlock_door"":{""type"":""command"",""write"":true},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
252,RUN-252,E01_R3_API_TELEMETRY,E01,R3_API_TELEMETRY,S3,S3,"temperature -> number °C
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
253,RUN-253,K03_R3_API_TELEMETRY,K03,R3_API_TELEMETRY,S3,S3,"get_state() -> ON|OFF
set_state(ON|OFF)
get_lock_state() -> locked|unlocked
set_lock_state(locked|unlocked)
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
254,RUN-254,T05_R1_NL,T05,R1_NL,S2,S2,"The device exposes local_temperature, one or more writable temperature setpoints, system_mode, fan_mode.",TO_BE_SELECTED,0,128,PENDING
255,RUN-255,P01_R3_API_TELEMETRY,P01,R3_API_TELEMETRY,S3,S3,"get_state() -> ON|OFF
set_state(ON|OFF)",TO_BE_SELECTED,0,128,PENDING
256,RUN-256,L03_R1_NL,L03,R1_NL,S3,S3,"The device is a connected light for which its on/off state can be read and changed, its brightness level can be adjusted, its emitted color can be selected using color coordinates.",TO_BE_SELECTED,0,128,PENDING
257,RUN-257,K02_R2_STRUCTURED,K02,R2_STRUCTURED,S3,S3,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""lock"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
258,RUN-258,E06_R3_API_TELEMETRY,E06,R3_API_TELEMETRY,S2,S2,"temperature -> number °C
humidity -> number %
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
259,RUN-259,K01_R3_API_TELEMETRY,K01,R3_API_TELEMETRY,S1,S1,"lock_status -> locked|unlocked
unlock_door(pin)
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
260,RUN-260,P01_R3_API_TELEMETRY,P01,R3_API_TELEMETRY,S2,S2,"get_state() -> ON|OFF
set_state(ON|OFF)",TO_BE_SELECTED,0,128,PENDING
261,RUN-261,T03_R1_NL,T03,R1_NL,S1,S1,"The device exposes local_temperature, one or more writable temperature setpoints, system_mode.",TO_BE_SELECTED,0,128,PENDING
262,RUN-262,K02_R2_STRUCTURED,K02,R2_STRUCTURED,S2,S2,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""lock"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
263,RUN-263,E05_R3_API_TELEMETRY,E05,R3_API_TELEMETRY,S3,S3,"temperature -> number °C
humidity -> number %
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
264,RUN-264,M01_R1_NL,M01,R1_NL,S2,S2,"The device is documented as pir motion sensor. It exposes an occupancy-style binary signal, battery percentage.",TO_BE_SELECTED,0,128,PENDING
265,RUN-265,P01_R2_STRUCTURED,P01,R2_STRUCTURED,S1,S1,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
266,RUN-266,M06_R2_STRUCTURED,M06,R2_STRUCTURED,S3,S3,"{""properties"":{""presence"":{""type"":""boolean"",""read"":true,""write"":false},""motion_state"":{""type"":""enum"",""values"":[""none"",""static"",""small"",""large""],""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
267,RUN-267,L02_R3_API_TELEMETRY,L02,R3_API_TELEMETRY,S1,S1,"get_state() -> ON|OFF
set_state(ON|OFF)
get_brightness() -> 0..254
set_brightness(value:0..254)
get_color_temp() -> mired
set_color_temp(value:mired)",TO_BE_SELECTED,0,128,PENDING
268,RUN-268,L04_R1_NL,L04,R1_NL,S3,S3,"The device is a connected light for which its on/off state can be read and changed, its brightness level can be adjusted, its white color temperature can be changed.",TO_BE_SELECTED,0,128,PENDING
269,RUN-269,T03_R3_API_TELEMETRY,T03,R3_API_TELEMETRY,S1,S1,"local_temperature -> number °C
occupied_heating_setpoint -> °C
set_heating_setpoint(value:°C)
occupied_cooling_setpoint -> °C
set_cooling_setpoint(value:°C)
system_mode -> off|heat|cool|auto
set_system_mode(mode)",TO_BE_SELECTED,0,128,PENDING
270,RUN-270,T01_R3_API_TELEMETRY,T01,R3_API_TELEMETRY,S2,S2,"local_temperature -> number °C
occupied_heating_setpoint -> °C
set_heating_setpoint(value:°C)
system_mode -> off|heat|cool|auto
set_system_mode(mode)",TO_BE_SELECTED,0,128,PENDING
271,RUN-271,L02_R2_STRUCTURED,L02,R2_STRUCTURED,S3,S3,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""brightness"":{""type"":""integer"",""min"":0,""max"":254,""read"":true,""write"":true},""color_temp"":{""type"":""number"",""unit"":""mired"",""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
272,RUN-272,T05_R3_API_TELEMETRY,T05,R3_API_TELEMETRY,S1,S1,"local_temperature -> number °C
occupied_heating_setpoint -> °C
set_heating_setpoint(value:°C)
system_mode -> off|heat|cool|auto
set_system_mode(mode)
fan_mode -> auto|low|medium|high
set_fan_mode(mode)",TO_BE_SELECTED,0,128,PENDING
273,RUN-273,P02_R3_API_TELEMETRY,P02,R3_API_TELEMETRY,S2,S2,"get_state() -> ON|OFF
set_state(ON|OFF)",TO_BE_SELECTED,0,128,PENDING
274,RUN-274,L01_R3_API_TELEMETRY,L01,R3_API_TELEMETRY,S3,S3,"get_state() -> ON|OFF
set_state(ON|OFF)
get_brightness() -> 0..254
set_brightness(value:0..254)",TO_BE_SELECTED,0,128,PENDING
275,RUN-275,P04_R2_STRUCTURED,P04,R2_STRUCTURED,S2,S2,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""power"":{""type"":""number"",""unit"":""W"",""read"":true,""write"":false},""energy"":{""type"":""number"",""unit"":""kWh"",""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
276,RUN-276,L03_R1_NL,L03,R1_NL,S2,S2,"The device is a connected light for which its on/off state can be read and changed, its brightness level can be adjusted, its emitted color can be selected using color coordinates.",TO_BE_SELECTED,0,128,PENDING
277,RUN-277,T02_R2_STRUCTURED,T02,R2_STRUCTURED,S1,S1,"{""description"":""Thermostat"",""properties"":{""local_temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""occupied_heating_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""system_mode"":{""type"":""enum"",""values"":[""off"",""auto"",""heat""],""read"":true,""write"":true},""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
278,RUN-278,P04_R2_STRUCTURED,P04,R2_STRUCTURED,S1,S1,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""power"":{""type"":""number"",""unit"":""W"",""read"":true,""write"":false},""energy"":{""type"":""number"",""unit"":""kWh"",""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
279,RUN-279,E02_R3_API_TELEMETRY,E02,R3_API_TELEMETRY,S1,S1,"temperature -> number °C
humidity -> number %
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
280,RUN-280,K06_R1_NL,K06,R1_NL,S1,S1,"The device exposes lock/unlock state and control, remaining battery level.",TO_BE_SELECTED,0,128,PENDING
281,RUN-281,E04_R2_STRUCTURED,E04,R2_STRUCTURED,S3,S3,"{""properties"":{""temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""humidity"":{""type"":""number"",""unit"":""%"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
282,RUN-282,L04_R2_STRUCTURED,L04,R2_STRUCTURED,S1,S1,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""brightness"":{""type"":""integer"",""min"":0,""max"":254,""read"":true,""write"":true},""color_temp"":{""type"":""number"",""unit"":""mired"",""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
283,RUN-283,E03_R3_API_TELEMETRY,E03,R3_API_TELEMETRY,S2,S2,"temperature -> number °C
humidity -> number %
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
284,RUN-284,M06_R3_API_TELEMETRY,M06,R3_API_TELEMETRY,S2,S2,"presence -> boolean
motion_state -> none|static|small|large
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
285,RUN-285,E03_R3_API_TELEMETRY,E03,R3_API_TELEMETRY,S3,S3,"temperature -> number °C
humidity -> number %
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
286,RUN-286,M04_R2_STRUCTURED,M04,R2_STRUCTURED,S2,S2,"{""description"":""Smart motion sensor"",""properties"":{""occupancy"":{""type"":""boolean"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
287,RUN-287,P01_R2_STRUCTURED,P01,R2_STRUCTURED,S2,S2,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
288,RUN-288,P04_R1_NL,P04,R1_NL,S1,S1,"The device is a smart outlet where the outlet state can be switched on or off, instantaneous electrical power is reported, accumulated energy consumption is reported.",TO_BE_SELECTED,0,128,PENDING
289,RUN-289,E02_R3_API_TELEMETRY,E02,R3_API_TELEMETRY,S3,S3,"temperature -> number °C
humidity -> number %
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
290,RUN-290,P02_R2_STRUCTURED,P02,R2_STRUCTURED,S1,S1,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
291,RUN-291,P06_R2_STRUCTURED,P06,R2_STRUCTURED,S1,S1,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""power"":{""type"":""number"",""unit"":""W"",""read"":true,""write"":false},""energy"":{""type"":""number"",""unit"":""kWh"",""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
292,RUN-292,T06_R1_NL,T06,R1_NL,S1,S1,"The device exposes local_temperature, one or more writable temperature setpoints, system_mode, fan_mode.",TO_BE_SELECTED,0,128,PENDING
293,RUN-293,T04_R1_NL,T04,R1_NL,S2,S2,"The device exposes local_temperature, one or more writable temperature setpoints, system_mode, fan_mode.",TO_BE_SELECTED,0,128,PENDING
294,RUN-294,L04_R3_API_TELEMETRY,L04,R3_API_TELEMETRY,S1,S1,"get_state() -> ON|OFF
set_state(ON|OFF)
get_brightness() -> 0..254
set_brightness(value:0..254)
get_color_temp() -> mired
set_color_temp(value:mired)",TO_BE_SELECTED,0,128,PENDING
295,RUN-295,K05_R3_API_TELEMETRY,K05,R3_API_TELEMETRY,S2,S2,"get_lock_state() -> locked|unlocked
set_lock_state(locked|unlocked)
door_state -> open|closed
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
296,RUN-296,K05_R1_NL,K05,R1_NL,S2,S2,"The device exposes lock/unlock state and control, a separate physical door-state value, remaining battery level.",TO_BE_SELECTED,0,128,PENDING
297,RUN-297,T02_R1_NL,T02,R1_NL,S1,S1,"The device is a thermostat that reports local_temperature, allows a temperature setpoint to be changed, exposes system_mode, and provides a separate ON/OFF state that can be read and written.",TO_BE_SELECTED,0,128,PENDING
298,RUN-298,E01_R3_API_TELEMETRY,E01,R3_API_TELEMETRY,S1,S1,"temperature -> number °C
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
299,RUN-299,T02_R2_STRUCTURED,T02,R2_STRUCTURED,S3,S3,"{""description"":""Thermostat"",""properties"":{""local_temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""occupied_heating_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""system_mode"":{""type"":""enum"",""values"":[""off"",""auto"",""heat""],""read"":true,""write"":true},""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
300,RUN-300,E04_R3_API_TELEMETRY,E04,R3_API_TELEMETRY,S2,S2,"temperature -> number °C
humidity -> number %
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
301,RUN-301,K05_R1_NL,K05,R1_NL,S3,S3,"The device exposes lock/unlock state and control, a separate physical door-state value, remaining battery level.",TO_BE_SELECTED,0,128,PENDING
302,RUN-302,E02_R2_STRUCTURED,E02,R2_STRUCTURED,S1,S1,"{""properties"":{""temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""humidity"":{""type"":""number"",""unit"":""%"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
303,RUN-303,E05_R2_STRUCTURED,E05,R2_STRUCTURED,S2,S2,"{""properties"":{""temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""humidity"":{""type"":""number"",""unit"":""%"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
